taxid,group_id,description,recommendation,penalty,type,disposition
930557,2,"WHILE ON-DUTY, ABUSED HIS AUTHORITY IN THAT HE AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY",,VACATION DAYS (18 day(s) ),charge,GUILTY
930557,3,"WHILE ON-DUTY, AUTHORIZED THE STOP OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY",,VACATION DAYS (18 day(s) ),charge,GUILTY
930557,3,"WHILE ON-DUTY, AUTHORIZED THE ISSUANCE OF A SUMMONS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY",,VACATION DAYS (18 day(s) ),charge,GUILTY
930557,4,"WHILE ON-DUTY, AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (18 day(s) ),charge,GUILTY
930557,4,"WHILE ON-DUTY, AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (18 day(s) ),charge,GUILTY
938846,1,"HAVING BECOME AWARE OF AN ALLEGATION OF CORRUPTION OR OTHER MISCONDUCT INVOLVING A MEMBER OF THE SERVICE, DID FAIL AND NEGLECT TO NOTIFY THE INTERNAL AFFAIRS BUREAU COMMAND CENTER AS REQUIRED.",,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
938846,2,"AFTER LEARNING OF AN ALLEGATION OF CORRUPTION OR MISCONDUCT AGAINST ANOTHER MEMBER OF THE SEERVICE, FAILED TO REPORT SAID ALLEGATION TO THE INTERNAL AFFAIRS BUREAU, AS REQUIRED.",,VACATION DAYS (5 day(s) ),charge,GUILTY
938846,3,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully used offensive language towards an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully used offensive language towards an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongful threat of force.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
938846,3,Wrongfully threatened to arrest an individual known to the Department.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
957765,1,Operated a motor vehicle while their ability was impaired.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
957765,1,Operated a motor vehicle while under the influence of an intoxicant.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
957765,1,Refused to submit to a breathalyzer/coordination test.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
957765,1,Unfit for Duty,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
957765,1,Operated a motor vehicle recklessly.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
970660,1,01.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
959751,1,Failed to activate body worn camera.,,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
959751,1,Failure to notify.,,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
959751,1,Failed to make proper notifications to Patrol Supervisor.,,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
959751,1,Improper vehicle pursuit.,,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
959751,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
959751,1,02.Failed to make required entries in Department Logs.,OTHER,,allegation,
937827,1,..,,VACATION DAYS (20 day(s) ),charge,GUILTY
937827,1,..,,VACATION DAYS (20 day(s) ),charge,GUILTY
963120,1,Failed to conduct an investigation.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
963120,1,Failed to make timely notifications.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
934337,1,01.Violated patrol rules.,TRAINING,TRAINING,allegation,
948070,1,01.Violated patrol rules.,B-CD,,allegation,
948070,1,02.Wrongfully discourteous to an individual known to the Department.,B-CD,,allegation,
957767,1,01.Failed to safeguard a prisoner.,B-CD,B - COMMAND DISCIPLINE,allegation,
950745,1,Misuse of time (straight or overtime).,,"DEDUCTION OF PENSIONABLE TIME, DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($1,820), VACATION DAYS (35 day(s) )",charge,PLEADED GUILTY
950745,1,Made or caused to be made false or inaccurate entries in Department records (Sign-In/Sign-Out Log or CityTime System database).,,"DEDUCTION OF PENSIONABLE TIME, DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($1,820), VACATION DAYS (35 day(s) )",charge,PLEADED GUILTY
950745,1,Made or caused to be made false or inaccurate entries in Department records (overtime slips),,"DEDUCTION OF PENSIONABLE TIME, DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($1,820), VACATION DAYS (35 day(s) )",charge,PLEADED GUILTY
950745,1,Illegal download of copyrighted material.,,"DEDUCTION OF PENSIONABLE TIME, DISMISSAL PROBATION (12 month(s) ), FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($1,820), VACATION DAYS (35 day(s) )",charge,PLEADED GUILTY
950747,1,Wrongfully disseminated confidential Department information.,,VACATION DAYS (20 day(s) ),charge,GUILTY
941284,1,"WHILE ON-DUTY, WHILE CONDUCTING A WELLNESS CHECK WHERE THE OCCUPANT OF THE RESIDENCE WAS UNRESPONSIVE, DID FAIL TO REQUEST THE RESPONSE OF THE PATROL SUPERVISOR AND EMERGENCY SERVICES UNIT.",,VACATION DAYS (15 day(s) ),charge,GUILTY
941284,1,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO PROVIDE CENTRAL DISPATCH WITH A FINAL DISPOSITION FOR A RADIO RUN.",,VACATION DAYS (15 day(s) ),charge,GUILTY
938852,1,Operated a motor vehicle while under the influence of an intoxicant.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
938852,1,Operated a motor vehicle while their ability was impaired.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
938852,1,Unfit for duty.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
938852,1,Refused to submit to a breathalyzer/coordination test.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
938852,1,Operated a motor vehicle recklessly.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
938852,1,Open container of alcohol in a vehicle.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
938853,1,"WHILE ON-DUTY, WRONGFULLY DIRECTED A PERSON KNOWN TO THE DEPARTMENT TO CLASSIFY A REPORTED BURGLARY AS A CRIMINAL TRESPASS",,VACATION DAYS (10 day(s) ),charge,GUILTY
951915,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
951915,2,01.Violated patrol rules.,TRAINING,TRAINING,allegation,
941054,1,"ON DUTY, WRONGFULLY USED FORCE IN THAT HE STRUCK A PERSON KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.",,VACATION DAYS (15 day(s) ),charge,GUILTY
936948,1,Misuse of time (straight hours).,,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge,PLEADED GUILTY
936948,1,Failed to make required entries in Department Logs  (Activity Log).,,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge,PLEADED GUILTY
936948,1,Failed to submit Report (Leave of Absence).,,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge,PLEADED GUILTY
936948,1,Violated personnel rules (vehicle registration).,,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge,PLEADED GUILTY
936948,1,01.Violated patrol rules.,B-CD,B - COMMAND DISCIPLINE,allegation,
953981,1,Failed to notify the radio dispatcher about a vehicle pursuit.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge,GUILTY
953981,1,Improper vehicle pursuit.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge,GUILTY
953981,1,Failed to intervene (stop/mitigate/prevent).,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge,GUILTY
953981,1,Made misleading statements to supervisor.,,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge,GUILTY
959752,1,01.Violated patrol rules.,B-CD,,allegation,
959752,1,02.Wrongfully searched a vehicle.,B-CD,,allegation,
966666,1,01.Violated patrol rules.,A-CD,"A - COMMAND DISCIPLINE, FORFEITURE OF TIME/LEAVE BALANCES",allegation,
944737,1,PLACED AN UNAUTHORIZED PLASTIC COVER OVER THE FRONT AND REAR LICENSE PLATE OF HIS PERSONAL VEHICLE.,,VACATION DAYS (25 day(s) ),charge,GUILTY
944737,1,WHILE ON PATROL FAILED TO ACTIVATE THE RMP'S LICENSE PLATE READER AS REQUIRED.,,VACATION DAYS (25 day(s) ),charge,GUILTY
944737,1,"WHILE ON-DUTY, REMAINED ON AN UNAUTHORIZED INTERRUPTED PATROL FOR ONE HOUR AND EIGHT MINUTES (1:08).",,VACATION DAYS (25 day(s) ),charge,GUILTY
944737,1,FAILED TO CONDUCT A PROPER INVESTIGATION OF A REPORTED GRAND LARCENT.,,VACATION DAYS (25 day(s) ),charge,GUILTY
944737,1,FAILED TO PREPARE A COMPLAINT REPORT WORKSHEET AS REQUIRED.,,VACATION DAYS (25 day(s) ),charge,GUILTY
944737,1,FAILED TO NOTIFY AND CONSULT WITH THE PATROL SUPERVISOR REGARDING A GRAND LARCENY.,,VACATION DAYS (25 day(s) ),charge,GUILTY
965267,1,01.Violated patrol rules - failed to provide a business card,A-CD,A - COMMAND DISCIPLINE,allegation,
967579,1,01.Wrongfully threatened to arrest an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
950748,1,01.Wrongfully frisked an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, TRAINING",allegation,
950748,1,02.Wrongfully searched an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, TRAINING",allegation,
960806,1,Failed an Integrity Test.,,VACATION DAYS (21 day(s) ),charge,PLEADED GUILTY
960806,1,Wrongfully discourteous to an individual known to the Department.,,VACATION DAYS (21 day(s) ),charge,PLEADED GUILTY
960806,1,Failed to activate their body-worn camera.,,VACATION DAYS (21 day(s) ),charge,PLEADED GUILTY
960806,1,"01.Wrongfully discourteous to an individual known to the Department.
Failure to cover an individual in custody exposed body parts.",B-CD,B - COMMAND DISCIPLINE,allegation,
938857,1,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO NOTIFY THE RADIO DISPATCHER OF A VEHICLE PURSUIT.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge,PLEADED GUILTY
938857,1,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO TERMINATE A VEHICLE PURSUIT.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge,PLEADED GUILTY
938857,1,"WHILE ON-DUTY, IMPROPERLY STRUCK A VEHICLE DURING A VEHICLE PURSUIT AND INTENTIONALLY UTILIZED A PIT MANEUVER ON THE SUBJECT VEHICLE.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge,PLEADED GUILTY
938857,1,"WHILE ON-DUTY, PROVIDED MISLEADING AND INACCURATE STATEMENTS REGARDING A DEPARTMENT VEHICLE ACCIDENT RESULTING IN INACCURATE INFORMATION INCLUDED IN DEPARTMENT PAPERWORK.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge,PLEADED GUILTY
938857,1,"WHILE ON-DUTY, INCLUDED MISLEADING AND INACCURATE STATEMENTS IN THE ARREST REPORT.",,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge,PLEADED GUILTY
938858,1,01.Wrongful threat of force.,NO DISCIPLINARY ACTION,,allegation,
924688,1,Engaged in a physical and verbal altercation while off-duty.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
935187,1,01.Possessed a controlled or banned substance.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
935187,1,02.Used a controlled or banned substance,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
943486,1,01.Unauthorized off-duty employment.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
960808,1,01.Wrongfully frisked an individual known to the Department.,B-CD,,allegation,
960808,1,02.Wrongfully searched a vehicle.,B-CD,,allegation,
950751,1,01.Wrongfully arrested an individual known to the Department.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
950751,1,02.Wrongfully damaged property.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
950751,1,03.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
950751,2,01.Failed to activate body-worn camera.,OTHER,,allegation,
938861,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
955067,1,01.Wrongfully threatened to remove an individual to the hospital.,A-CD,A - COMMAND DISCIPLINE,allegation,
945921,1,01.Wrongful detainment.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
955068,1,01.Wrongfully frisked an individual known to the Department.,A-CD,,allegation,
947177,1,Operated a motor vehicle while under the influence of an intoxicant.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge,PLEADED GUILTY
947177,1,Operated a motor vehicle while their ability was impaired.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge,PLEADED GUILTY
947177,1,Refused to submit to a breathalyzer/coordination test.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge,PLEADED GUILTY
947177,1,Unfit for duty.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge,PLEADED GUILTY
947177,1,Unfit for duty while armed.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (39 day(s) )",charge,PLEADED GUILTY
947177,1,01.Violated patrol rules - failed to provide a business card,A-CD,A - COMMAND DISCIPLINE,allegation,
972740,1,01.Failed to safeguard a prisoner (not resulting in loss).,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
964614,1,01.Violated patrol rules.,B-CD,,allegation,
964614,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
953000,1,01.Made computer inquiries unrelated to official Department business.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
951925,1,01.Wrongful entry of a premises.,CHARGES AND SPECIFICATIONS,,allegation,
951925,1,02.Wrongfully threatened to arrest an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
938863,1,01.Violated patrol rules.,A-CD,,allegation,
950758,1,01.Failed to prepare required reports.,TRAINING,TRAINING,allegation,
950758,1,02.Violated patrol rules - failed to provide business card,TRAINING,TRAINING,allegation,
950758,1,03.Wrongfully deactivated their body-worn camera.,OTHER,TRAINING,allegation,
950758,2,01.Wrongfully frisked an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, TRAINING",allegation,
950758,2,01.Wrongfully searched an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, TRAINING",allegation,
932906,1,01.Wrongful search of a person’s property.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
932906,1,02.Wrongfully threatened to remove an individual to the hospital.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
958824,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
958824,2,01.Failed to activate their body worn camera.,OTHER,,allegation,
935196,1,Involved in a verbal altercation.,,VACATION DAYS (15 day(s) ),charge,PLEADED GUILTY
972741,1,01.Violated patrol rules.,TRAINING,TRAINING,allegation,
943493,1,WHILE ON-DUTY WRONGFULLY FAILED TO RENDER REASONABLE AID TO AN ADULT REQUIRING CARE DUE TO THE ARREST OF THE PERSON RESPONSIBLE FOR HER CARE.,,VACATION DAYS (10 day(s) ),charge,GUILTY
943493,1,WHILE ON-DUTY WRONGFULLY FAILED AND NEGLECTED TO MAKE ACTIVITY LOG ENTRIES AS REQUIRED,,VACATION DAYS (10 day(s) ),charge,GUILTY
943493,1,WHILE ON-DUTY WRONGFULLY FAILED TO INFORM  OR NOTIFY A SUPERVISOR THAT AN ARRESTED PERSON HAD STATED THAT HE MAY HAVE OR HAD LEFT HIS STOVE TURNED ON IN HIS RESIDENCE.,,VACATION DAYS (10 day(s) ),charge,GUILTY
970666,1,01.Violated patrol rules.,TRAINING,,allegation,
967965,1,01.Failed to take police action/render police services.,A-CD,A - COMMAND DISCIPLINE,allegation,
960816,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
965275,1,01.Wrongfully used physical force.,B-CD,,allegation,
970667,1,01.Failed to obtain language interpretation services.,A-CD,A - COMMAND DISCIPLINE,allegation,
953005,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
953005,2,01.Wrongful entry of a premises.,TRAINING,TRAINING,allegation,
972400,1,01.Failed to safeguard a prisoner (not resulting in loss).,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (6 day(s) )",allegation,
942071,1,WHILE ON-DUTY STOPPED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (10 day(s) ),charge,GUILTY
942071,1,WHILE ON-DUTY FRISKED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (10 day(s) ),charge,GUILTY
942071,2,WHILE ON-DUTY FRISKED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (10 day(s) ),charge,GUILTY
942071,2,WHILE ON-DUTY SEARCHED A VEHICLE WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (10 day(s) ),charge,GUILTY
936967,1,"WHILE OFF-DUTY, WRONGFULLY ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.",,"PRE-TRIAL SUSPENSION DAYS (30 day(s) ), RESTORATION OF SUSPENSION DAYS (13 day(s) )",charge,GUILTY
936967,1,"AFTER BEING INVOLVED IN AN OFF-DUTY INCIDENT, WRONGFULLY FAILED AND NEGLECTED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR FROM THE PRECINCT OF OCCURRENCE OF THE OFF-DUTY INCIDENT, AS REQUIRED.",,"PRE-TRIAL SUSPENSION DAYS (30 day(s) ), RESTORATION OF SUSPENSION DAYS (13 day(s) )",charge,GUILTY
967967,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
897890,1,"WHILE ON-DUTY, LIEUTENANT CONDUCTED PERSONAL BUSINESS WHILE ON DEPARTMENT TIME.",,VACATION DAYS (40 day(s) ),charge,GUILTY
897890,1,"WHILE ON-DUTY, SAID LIEUTENANT HAVING BECOME AWARE THAT THE DESK SERGEANT SUPERVISING THE ARREST PROCESSING OF A PERSON KNOWN TO THE DEPARTMENT, WAS INTIMATELY INVOLVED, FAILED TO REASSIGN THE SERGEANT TO OTHER DUTIES NOT RELATED TO THE SUPERVISION OF THE ARREST PROCESSING OR NOTIFY A SUPERVISOR OF THE CONFLICT OF INTEREST.",,VACATION DAYS (40 day(s) ),charge,GUILTY
897890,1,01.Wrongful threat of force.,B-CD,,allegation,
897890,2,01.Violated patrol rules.,B-CD,,allegation,
897890,2,02.Wrongfully frisked an individual and individual known to the Department.,B-CD,,allegation,
897890,2,03.Wrongfully stopped an individual known to the Department.,B-CD,,allegation,
974280,1,01.Failed to follow proper firearm handling procedures resulting in a discharge.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (15 day(s) )",allegation,
966172,1,01.Wrongful entry of a premises.,TRAINING,,allegation,
961899,1,01.Made computer inquiries unrelated to official Department business.,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (10 day(s) )",allegation,
956855,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
936972,1,01.Wrongfully used physical force.,B-CD,,allegation,
936972,2,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
933942,1,"WHILE ON-DUTY, WAS DISCOURTEOUS TO NEW YORK CITY POLICE SERGEANT.",,VACATION DAYS (45 day(s) ),charge,GUILTY
933942,1,"WHILE ON-DUTY, HAVING BEEN GIVEN A LAWFUL ORDER BY A NEW YORK CITY POLICE SERGEANT, DID WRONGFULLY AND WITHOUT JUST CAUSE REFUSE TO COMPLY WITH SAID LAWFUL ORDER.",,VACATION DAYS (45 day(s) ),charge,GUILTY
933942,1,"WHILE ON-DUTY, AFTER HAVING BEEN SCHEDULED TO PERFORM A TOUR FROM 0705 HOURS TO 1540 HOURS, WAS ABSENT FROM SAID ASSIGNMENT AT 0705 HOURS AND DID NOT REPORT UNTIL APPROXIMATELY 0900 HOURS, A PERIOD OF APPROXIMATELY 2 HOURS AND 5 MINUTES WITHOUT LEAVE.",,VACATION DAYS (45 day(s) ),charge,GUILTY
933942,1,"WHILE ON-DUTY, WAS ABSENT FROM SAID ASSIGNMENT WITHOUT PERMISSION OR POLICE NECESSITY FOR APPROXIMATELY 1 HOUR.",,VACATION DAYS (45 day(s) ),charge,GUILTY
933942,2,FAILED TO TAKE POLICE ACTION AND PROPERLY INVESTIGATE TWO (2) SEPARATE RADIO RUNS.,,VACATION DAYS (2 day(s) ),charge,GUILTY
963127,1,01.Wrongfully threatened to issue a summons to an individual known to the Department.,B-CD,,allegation,
958827,1,Living outside of state or permissible counties.,,VACATION DAYS (20 day(s) ),charge,PLEADED GUILTY
958827,1,"01.Violated patrol rules - failed to provide a business card
`",TRAINING,TRAINING,allegation,
958827,2,01.Wrongfully searched a vehicle.,TRAINING,TRAINING,allegation,
958827,2,02.Wrongfully searched an individual known to the Department.,TRAINING,TRAINING,allegation,
969177,1,01.Interfere with a recording device.,CHARGES AND SPECIFICATIONS,,allegation,
969177,1,01.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
969177,1,02.Wrongfully used offensive language.,CHARGES AND SPECIFICATIONS,,allegation,
939756,1,01.Wrongfully threatened to remove an individual to the hospital.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
946514,1,01.Engaged in inappropriate conduct with a complainant.,CHARGES AND SPECIFICATIONS,,allegation,
946514,1,02.Wrongfully used offensive language.,CHARGES AND SPECIFICATIONS,,allegation,
962555,1,01.Violated patrol rules - failed to provide a business card,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
962555,1,02.Wrongfully frisked an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
962555,1,03.Wrongfully searched an individual known to the Department.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
935203,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
945925,1,"while off-duty, wrongfully operated a motor vehicle while intoxicated.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), SUSPENDED W/O PAY (12 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
945925,1,"while off-duty, wrongfully operated a motor vehicle while his ability to do so was impaired by an intoxicant.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), SUSPENDED W/O PAY (12 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
945925,1,"while off-duty, refused to submit to a chemical breath test to determine his Blood Alcohol Content.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), SUSPENDED W/O PAY (12 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
945925,1,"while off-duty, was unfit for duty due to the consumption of alcohol.",,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (33 day(s) ), SUSPENDED W/O PAY (12 day(s) ), VACATION DAYS (10 day(s) )",charge,GUILTY
